あびこ駅前つじもと整形外科医院,大阪市住吉区我孫子東2-7-38　クリニックステーションあびこ２階,06-6692-0222,一般,１２歳以上接種対応可
医療法人陽光会　市吉医院,大阪市住吉区我孫子東３―１―３５,06-6691-1674,一般,
医療法人　北谷医院,大阪市住吉区苅田７―８―４,06-6698-9757,一般,１２歳以上接種対応可
医療法人秀整会　長整形外科,大阪市住吉区山之内1-25-30　プレジール・アン・山之内１階,06-6607-8016,一般,１２歳以上接種対応可
医療法人惠愛会　クリニック畑森,大阪市住吉区山之内２―９―１１,06-6692-4819,一般,１２歳以上接種対応可
医療法人松風会多田耳鼻咽喉科医院,大阪市住吉区清水丘二丁目２３番２１号,06-6671-1058,一般,１２歳以上接種対応可
医療法人慶秋会　あきやまクリニック,大阪市住吉区千躰２－２－９,06-6674-8000,一般,１２歳以上接種対応可
高岡クリニック,大阪市住吉区大領４－２－１０　エトワールホダカ１階,06-6608-2400,一般,
医療法人光優会　西村クリニック,大阪市住吉区沢之町１－１－１６,070-2008-3777,一般,１２歳以上接種対応可
医療法人広畑医院,大阪市住吉区長居３―１２―１９,06-6691-3787,一般,
医療法人寿甲会　李クリニック,大阪市住吉区長居東１―２７―１７,,一般,１２歳以上接種対応可
医療法人上野会　上野会クリニック,大阪市住吉区長居東4-21-26,,一般,１２歳以上接種対応可
医療法人何クリニック,大阪市住吉区帝塚山西１―１―２３,06-6658-1500,一般,１２歳以上接種対応可
医療法人三幸会　小澤診療所,大阪市住吉区帝塚山東３―８―１５,06-6671-6780,一般,
医療法人錦秀会　阪和住吉総合病院,大阪市住吉区南住吉3丁目2-9,06-6692-1001,一般,
なかのクリニック,大阪市住之江区安立４―４―７,06-6678-5550,一般,１２歳以上接種対応可
医療法人健生会宮武医院,大阪市住之江区新北島１－９－２３,06-6683-5050,一般,
医療法人　糸氏医院,大阪市住之江区西加賀屋１－１－６,06-6681-2772,一般,１２歳以上接種対応可
むつみクリニック,大阪市住之江区西加賀屋3-12-16,06-6686-7623,一般,１２歳以上接種対応可
宇津医院,大阪市住之江区西住之江１―１１―３,06-6671-5091,一般,１２歳以上接種対応可
池川医院,大阪市住之江区中加賀屋２－１８－９,06-6681-1213,一般,１２歳以上接種対応可
医療法人健佑会　前田医院,大阪市住之江区中加賀屋２―８―１４,06-6681-1929,一般,１２歳以上接種対応可
黒岡医院,大阪市住之江区南加賀屋２－２－３５,06-6616-7808,一般,
はせがわ医院,大阪市住之江区南港東１―６―１―１１７,"080-6384-5002
月火木金9：30～12：30",一般,１２歳以上接種対応可
医療法人宮本医院,大阪市住之江区浜口西１―９―３１,,一般,
医療法人住吉内科,大阪市住之江区浜口西３―１２―５,電話予約受付不可,一般,１２歳以上接種対応可
てづか内科クリニック,大阪市住之江区粉浜１―１―３２　キリンドプラザ帝塚山２F,06-6675-0003,一般,１２歳以上接種対応可
七條医院,大阪市住之江区粉浜２―１―２４,06-6671-7138,一般,１２歳以上接種対応可
医療法人芳野会芳野医院,大阪市住之江区粉浜２―６―１２　粉浜モール１階,06-6673-6265,一般,１２歳以上接種対応可
松崎医院,大阪市住之江区粉浜３―３―２３,06-6678-0330,一般,１６歳以上接種対応可
社会医療法人三宝会　南港クリニック,大阪市住之江区北加賀屋2-11-8　北加賀屋千島ビル101号,,一般,１２歳以上接種対応可
医療法人福肇会　正木脳神経外科クリニック,大阪市城東区蒲生２―９―７,06-6930-1003,一般,
生活協同組合ヘルスコープおおさか　蒲生厚生診療所,大阪市城東区蒲生3-15-12,06-6931-3807,一般,
医療法人誠真会　関目病院,大阪市城東区関目２―１３―１３,06-6931-3211,一般,
医療法人はしもと診療所,大阪市城東区関目３－１１－２４,06-6936-8181,一般,１６歳以上接種対応可
城東なかいクリニック,大阪市城東区関目3‐12‐31シャトー新関目1階,06-6931-8100,一般,１２歳以上接種対応可
さかぐち診療所,大阪市城東区関目４―６―１０　コーポミカミ１Ｆ,06-6930-3577,一般,１２歳以上接種対応可
医療法人秀奈会　きょうクリニック,大阪市城東区関目５―１６―１９　１０３号,06-6935-7655,一般,
医療法人　中浜医院,大阪市城東区古市２―３―１９　シルバーハイツ１Ｆ,06-6931-8163,一般,１２歳以上接種対応可
医療法人　久原診療所,大阪市城東区古市３―２４―１８,06-6939-3223,一般,１２歳以上接種対応可
柿本耳鼻咽喉科,大阪市城東区今福西3-8-22,,一般,１２歳以上接種対応可
かねみつクリニック,大阪市城東区今福東3-5-6　メディカルモール今福2階,06-6180-3530,一般,１２歳以上接種対応可
馬場内科・循環器科,大阪市城東区今福東３―１０―１８,06-6180-0307,一般,１２歳以上接種対応可
にしクリニック,大阪市城東区鴫野西5-1-24　ビエラタウン鴫野　JR鴫野駅NKビル２階,06-6167-7700,一般,１２歳以上接種対応可
にのみやこどもクリニック,大阪市城東区鴫野東2-11-15　１F,06-6967-2038,一般,１２歳以上接種対応可
福田医院,大阪市城東区鴫野東２―１２―２,06-6961-3279,一般,１２歳以上接種対応可
おおにし内科・小児科,大阪市城東区諏訪１－１６－４,06-6965-3700,一般,１２歳以上接種対応可
医療法人潤優会　松谷クリニック,大阪市城東区諏訪１―１８―５,090-2030-6695,一般,１２歳以上接種対応可
医療法人山中医院,大阪市城東区諏訪１―３―１,06-6961-1951,一般,１２歳以上接種対応可
大西診療所,大阪市城東区諏訪４―１７―１,,一般,
いわた脳神経外科クリニック,大阪市城東区成育2-13-27 クリニックステーション野江1-B,080-1377-9885,一般,１２歳以上接種対応可
生活協同組合ヘルスコープおおさか　のえ生協診療所,大阪市城東区成育４－２９－５,06-6931-6213,一般,
セントラルクリニック岡本,大阪市城東区中央２－１５－１３　ニュー京阪マンション１階,06-6923-8000,一般,
医療法人有光会　サトウ病院,大阪市城東区東中浜１―２―２３,06-6961-3191,一般,１２歳以上接種対応可
医療法人　奥井内科クリニック,大阪市城東区東中浜２―７―５,06-6961-3761,一般,１６歳以上接種対応可
大楠病院,大阪市生野区舎利寺2-10-14,06-6712-0271,一般,
大柳こどもクリニック,大阪市生野区舎利寺２－１４－５,06-6712-2060,一般,
医療法人芥川会芥川病院,大阪市生野区勝山南４―４―１８,06-6712-1023,一般,
こう内科クリニック,大阪市生野区勝山北２－１７－１７,06-6715-7101,一般,
医療法人くぼたこどもクリニック,大阪市生野区勝山北２－６－１８,"クリニックホームページの
予約サイトにて受付",一般,１２歳以上接種対応可
医療法人　桓心会　夫整形外科,大阪市生野区勝山北２―１１―２７,06-6711-2854,一般,
医療法人　第一医院,大阪市生野区勝山北５―１８―９,06-6716-0562,一般,
医療法人たまき耳鼻咽喉科,大阪市生野区新今里２―６―２４,,一般,１２歳以上接種対応可
医療法人相生会相生病院,大阪市生野区生野西３―２―５,06-6731-0201,一般,
訪問診療クリニック麒麟,大阪市生野区生野西４－１４－１２,080-3541-9216,一般,１２歳以上接種対応可
ナチュラルクリニック,大阪市生野区巽南3-15-12　１F ,06-4307-5831,一般,
ひらたクリニック,大阪市生野区田島２―２―２５,06-6758-5151,一般,１２歳以上接種対応可
ゆきおかクリニック,大阪市生野区桃谷2-17-18,06-6718-3939,一般,
医療法人御幸会　御幸森キムクリニック,大阪市生野区桃谷４ー５ー１３,,一般,１２歳以上接種対応可
生活協同組合ヘルスコープおおさか田島診療所,大阪市生野区林寺５―１２―１８,06-6711-3711,一般,
孫クリニック,大阪市生野区鶴橋１―３―８,06-6717-5050,一般,
髙橋診療所,大阪市生野区鶴橋３―７―１４,06-6717-7700,一般,１２歳以上接種対応可
医療法人仁生会　内藤病院,大阪市西区九条１－１５－２３,06-6581-0085,一般,
医療法人優彩会整形外科おうクリニック,大阪市西区九条１―１４―３　新道ハイツ１階,06-6581-8800,一般,
藤田外科・胃腸科,大阪市西区九条1丁目14-24,06-6586-2866,一般,１２歳以上接種対応可
医療法人　佐々医院,大阪市西区九条３－２３－６,06-6581-2070,一般,１２歳以上接種対応可
医療法人名山会　上杉医院,大阪市西区九条３―２０―１４,06-6582-1800,一般,１２歳以上接種対応可
健クリニック,大阪市西区江戸堀１―１１―４ 損保ジャパン日本興亜肥後橋ビル１階,080-3858-7500,一般,
医療法人聖会　池澤クリニック,大阪市西区江戸堀１―１５―２７ アルテビル肥後橋２Ｆ,06-6445-8810,一般,１６歳以上接種対応可
めぐみ耳鼻咽喉科アレルギー科,大阪市西区新町４－６－２３,06-6543-8733,一般,１２歳以上接種対応可
医療法人　天方会　ＡＭＡ　Ｃｌｉｎｉｃ,大阪市西区西本町１－７－１９ワイダ本町ビル１階,06-4391-1127,一般,
医療法人　良和会　松浦内科クリニック,大阪市西区西本町３－１－１ 岡崎橋セントラルビル４階,06-6541-1187,一般,１６歳以上接種対応可
ありずみ消化器内科,大阪市西区南堀江２丁目４−１　はなさきビル3階,06-6648-8554,一般,
耳鼻咽喉科岸本医院,大阪市西区南堀江4-16-16　イイダビル3-2階,06-6533-1881,一般,１２歳以上接種対応可
じっしょう内科,大阪市西区本田２－１－２,06-6586-2240,一般,１２歳以上接種対応可
CSクリニック,大阪市西区京町堀1-8-5　明星ビル1F,06-6448-3653,一般,
医療法人　敬詢会　永田医院,大阪市西区京町堀２―１０―２１,090-8380-7831,一般,１２歳以上接種対応可
京町堀内科外科クリニック,大阪市西区京町堀2丁目11-18 AXIS京町堀1F,090-7340-1107,一般,
医療法人花園橋村医院,大阪市西成区花園北２―１５―２９,06-6641-2130,一般,１２歳以上接種対応可
医療法人五常会　浅野クリニック,大阪市西成区岸里東1-8-11,06-6661-7129,一般,１２歳以上接種対応可
医療法人　ひらい医院,大阪市西成区橘3-4-6,06-6661-3789,一般,
やまもとよりそいクリニック,大阪市西成区玉出西1-8-8 ,06-6652-0222,一般,１２歳以上接種対応可
赤松内科クリニック,大阪市西成区玉出西２－４－８,クリニックホームページよりネット予約,一般,１２歳以上接種対応可
医療法人つばさ会　つばさクリニック,大阪市西成区玉出西二丁目１４番１８号,06-6653-6611,一般,１２歳以上接種対応可
美濃クリニック,大阪市西成区玉出中１―４―１７　東宝ビル１Ｆ,06-6655-5218,一般,１２歳以上接種対応可
医療法人弘仁会　まちだ胃腸病院,大阪市西成区山王１―１―１５,070-6800-2579,一般,
医療法人紫陽会　延安医院,大阪市西成区千本中２―１―２９,06-6651-3656,一般,１２歳以上接種対応可
医療法人純和会　竹本診療所,大阪市西成区千本北２－３１－１,06-6661-0439,一般,１２歳以上接種対応可
医療法人靖英会　玉井クリニック,大阪市西成区太子２―３―１１,06-6641-1933,一般,１２歳以上接種対応可
医療法人　今村医院,大阪市西成区潮路２―２―４,06-6658-3001,一般,１２歳以上接種対応可
医療法人生樹会　渡辺病院,大阪市西成区天下茶屋１―１５―１,090-6609-6318,一般,
加納診療所,大阪市西成区天神ノ森1-12-22,06-6115-8676,一般,
医療法人　溝口医院,大阪市西成区南津守７－５－７メゾン赤松１階１－Ａ号室,06-6656-5269,一般,１６歳以上接種対応可
横谷医院,大阪市西成区梅南１―２―３７,,一般,１２歳以上接種対応可
にしきおりクリニック,大阪市西成区鶴見橋1-4-32,06-6641-3387,一般,１２歳以上接種対応可
医療法人若泉会　ふじもとクリニック,大阪市西成区鶴見橋2丁目6番21号アーバンハイツK,06-6563-3838,一般,
名取病院,大阪市西淀川区大野２丁目１－３２,06-6474-0506,一般,
医療法人康和会苗加病院,大阪市西淀川区姫里二丁目１７番２１号,06-6471-0015,一般,
さいとう整形外科,大阪市大正区三軒家西１―２―７,06-6554-3636,一般,１２歳以上接種対応可
医療法人愛信会石村整形外科,大阪市大正区小林西２―２―５,06-6555-4455,一般,１２歳以上接種対応可
医療法人しまもとクリニック,大阪市大正区千島３－１１－４,06-6555-8655,一般,１２歳以上接種対応可
荘田診療所,大阪市大正区泉尾１―８―１６,06-6551-0041,一般,
医療法人　一ノ名医院,大阪市大正区平尾４―２２―１３,06-6551-0286,一般,１２歳以上接種対応可
笠井医院,大阪市大正区北村２－５－１０,070-8489-2274,一般,１２歳以上接種対応可
医療法人美龍会　はやしレディース肛門泌尿器科クリニック,大阪市中央区安堂寺町2-6-3　アイズワンⅢ2階,06-6770-5514,一般,
船場医院　大山,大阪市中央区久太郎町４―２―７,06-6251-6149,一般,
加納医院,大阪市中央区玉造１―１１―３,06-6762-3618,一般,１２歳以上接種対応可
うえに生協診療所,大阪市中央区玉造１―８―７,06-4304-3120,一般,
杉林内科クリニック,大阪市中央区高麗橋１―５―１１ 北浜旭ビル２階,06-6202-2212,一般,
北浜よしおか内科クリニック,大阪市中央区高麗橋一丁目７番３号ザ・北浜プラザ３Ｆ,06-6202-3330,一般,１６歳以上接種対応可
水上クリニック,大阪市中央区松屋町３番２９号,06-6768-5858,一般,１２歳以上接種対応可
医療法人保健厚生会佐伯クリニック,大阪市中央区上本町西５―３―９,06-6761-4787,一般,１２歳以上接種対応可
医療法人再生会　そばじまクリニックニューオータニ大阪院,大阪市中央区城見1-4-1　ホテルニューオータニ大阪626・627号室,06-6949-2525,一般,１２歳以上接種対応可
安田クリニック,大阪市中央区心斎橋筋１―４―７,06-6252-7010,一般,１２歳以上接種対応可
しみずクリニック,大阪市中央区千日前1丁目虹のまち5-3,06-6211-4320,一般,
船場センタービル白石耳鼻咽喉科,大阪市中央区船場中央２―１―４ 船場センタービル４号館４０３,06-6262-3345,一般,１６歳以上接種対応可
医療法人　山田医院,大阪市中央区谷町６―１７―２１,06-6762-0936,一般,１６歳以上接種対応可
医療法人松本内科クリニック,大阪市中央区谷町６―３―２,06-6768-6611,一般,１２歳以上接種対応可
ゴールドクリニック,大阪市中央区淡路町1-3-6,,一般,１２歳以上接種対応可
はしもとクリニック,大阪市中央区島町１－１－３　愛生ビル３階,06-6947-7585,一般,１２歳以上接種対応可
小畠クリニック,大阪市中央区東心斎橋２―５―２７ 幸田ビル３Ｆ,06-6211-2119,一般,
医療法人英和会　センタークリニック,大阪市中央区徳井町1-2-11,06-6945-0789,一般,
医療法人　白永会　コスモメディカルクリニック,大阪市中央区南久宝寺町二丁目１番９号船場メディカルビル８Ｆ,06-6271-8801,一般,１２歳以上接種対応可
医療法人牟田会　牟田耳鼻咽喉科医院,大阪市中央区南船場　2-5-9,06-6261-5000,一般,
じょうまえクリニック,大阪市中央区南船場1丁目9－1ワイケー南船場ビル2階,06-6210-3451,一般,１２歳以上接種対応可
心斎橋美容外科,大阪市中央区南船場3-10-28　4階,06-6245-5537,一般,１２歳以上接種対応可
医療法人　東迎会　東迎クリニック,大阪市中央区南船場３－３－５ ＯＫＴビル２Ｆ,06-6281-1552,一般,
医療法人京春会　いわもとクリニック,大阪市中央区南船場３丁目５番１１号心斎橋フロントビル４階,06-6484-5208,一般,１２歳以上接種対応可
医療法人大須賀内科,大阪市中央区南船場4-11-19　心斎橋鉄田ビル3F,06-6243-5757,一般,
医療法人一山十会　クリニーク大阪心斎橋,大阪市中央区南船場三丁目１２番３号心斎橋セントビル５階,,一般,１２歳以上接種対応可
岩佐診療所,大阪市中央区難波３―５―１７　北極星ビル３階,050-3304-1331,一般,１２歳以上接種対応可
医療法人政明会　春次医院,大阪市中央区博労町2-6-1,06-6245-1251,一般,
曲直部クリニック,大阪市中央区伏見町２―５―７ 岡田伏見町ビル２Ｆ,06-6226-4080,一般,１２歳以上接種対応可
医療法人厚匠会　うえだ医院,大阪市中央区本町四丁目２番１２号野村不動産御堂筋本町ビル４階,06-6251-8290,一般,１２歳以上接種対応可
たにやまクリニック,大阪市天王寺区国分町１９番４号　寺田町クリニックビル２階,06-6771-7070,一般,１２歳以上接種対応可
医療法人　竹中消化器科・外科クリニック,大阪市天王寺区国分町５―７ 藤田ビル,06-6772-2970,一般,１６歳以上接種対応可
医療法人淑蘭会　上本町ヒロミレディースクリニック,大阪市天王寺区上本町６－６－２６　上六光陽ビル３Ｆ,06-6777-8824,一般,１２歳以上接種対応可
医療法人亥埜クリニック,大阪市天王寺区上本町６－９－１７　上六日光ビル２階,080-6213-8788,一般,１６歳以上接種対応可
医療法人富喜会　おおさき内科クリニック,大阪市天王寺区上本町六丁目９番２１号フュージョンプラスビル１階,06-4303-5010,一般,１２歳以上接種対応可
上本町リウマチこまちクリニック,大阪市天王寺区石ヶ辻町13‐14,06-6775-1025,一般,１２歳以上接種対応可
つぢ医院,大阪市天王寺区茶臼山町2-8,06-6771-3306,一般,１２歳以上接種対応可
医療法人　谷口クリニック,大阪市天王寺区堂ケ芝２－１３－２０ 堂ヶ芝ビル,06-6776-5580,一般,１２歳以上接種対応可
医療法人湯川胃腸病院,大阪市天王寺区堂ケ芝２―１０―２,06-6771-4861,一般,
早石病院,大阪市天王寺区筆ヶ崎町2-75,,一般,
医療法人松徳会桃山クリニック,大阪市天王寺区筆ケ崎町２―２２ ＶＩＴＡ　ＭＯＭＯＹＡＭＡ２階,06-6773-8306,一般,
医療法人正啓会　西下胃腸病院,大阪市天王寺区北河堀町4番15号,06-6771-2450,一般,１２歳以上接種対応可
医療法人医道会　中島医院,大阪市東住吉区照ケ丘矢田１―１０―１５,06-6701-0263,一般,
医療法人誠信会　三和クリニック,大阪市東住吉区照ケ丘矢田一丁目１７番７号,06-6777-8802,一般,１２歳以上接種対応可
医療法人大屋耳鼻咽喉科,大阪市東住吉区針中野３―１２―１９,06-6702-8659,一般,１２歳以上接種対応可
医療法人　はまだ医院,大阪市東住吉区鷹合１―１４―７,06-6692-0867,一般,１２歳以上接種対応可
医療法人太子会おおしろクリニック,大阪市東住吉区鷹合１―１７―３０,06-6608-0046,一般,１２歳以上接種対応可
坂田医院,大阪市東住吉区鷹合２―３―２７,06-6692-3669,一般,
医療法人若葉会　上田医院,大阪市東住吉区鷹合３―１６―１８,06-6692-3773,一般,１２歳以上接種対応可
北島クリニック,大阪市東住吉区鷹合４－１３－１７,06-6691-6898,一般,
東和病院,大阪市東住吉区田辺4-13-15,,一般,１２歳以上接種対応可
西村医院,大阪市東住吉区東田辺３―２３―４,06-6608-6008,一般,
ゆみね内科小児科,大阪市東住吉区湯里２－２０－１２,06-6706-3330,一般,１２歳以上接種対応可
医療法人玄竜会　田辺駅前クリニック,大阪市東住吉区北田辺６－１６－３０,06-6622-0700,一般,１６歳以上接種対応可
上山クリニック,大阪市東住吉区矢田2-5-6　グランドフォーム細田1階,06-6698-1302,一般,
医療法人　大庭医院,大阪市東成区玉津２―１４―２９,06-6971-2910,一般,１２歳以上接種対応可
医療法人みゆき会　よつ葉クリニック,大阪市東成区大今里３－１４－２３,06-6976-0048,一般,１２歳以上接種対応可
医療法人優会　目黒クリニック,大阪市東成区大今里西１－２６－５　ロハスプラザ今里２０２,06-6977-3355,一般,
医療法人こんどう耳鼻咽喉科クリニック,大阪市東成区大今里西１－２６－５　ロハスプラザ今里２０３,06-6973-3387,一般,１２歳以上接種対応可
医療法人中田クリニック,大阪市東成区大今里西１―６―３３,06-6974-6545,一般,１２歳以上接種対応可
医療法人野中会　東成病院,大阪市東成区大今里西２―７―１７,070-1265-9611,一般,１２歳以上接種対応可
高クリニック,大阪市東成区大今里南３―１３―１３,06-6973-0065,一般,
医療法人　公道会　公道会病院,大阪市東成区大今里南5-4-9,070-5435-2258,一般,１６歳以上接種対応可
医療法人明青会　たまつくりクリニック,大阪市東成区中道３－１６－１５　ソレアード玉造１階,06-6972-0316,一般,１２歳以上接種対応可
医療法人　中本会　中本病院,大阪市東成区中道４―１３―１２,06-6972-2133,一般,１２歳以上接種対応可
ハナオカ消化器・内視鏡内科,大阪市東成区東小橋1-9-19 NKビル２F,06-4306-5422,一般,１２歳以上接種対応可
りゅう耳鼻咽喉科クリニック,大阪市東成区東小橋1-9-19JR玉造駅NKビル５F,06-6977-8133,一般,
医療法人あさい内科,大阪市東成区東小橋3-17-1,06-6978-0110,一般,１２歳以上接種対応可
医療法人隆福会　福川内科クリニック,大阪市東成区東小橋３―１７―７,06-6974-2338,一般,
すがま呼吸器内科・整形外科,大阪市東成区東中本2-15-2,06-6981-7770,一般,１２歳以上接種対応可
前田診療所,大阪市東成区東中本２―１６―１９,06-6977-1955,一般,
医療法人神愛会　宮本クリニック,大阪市東成区神路３―１０―４,06-6975-0115,一般,
増田小児科医院,大阪市東成区神路４－５－９,06-6976-3171,一般,
医療法人島田クリニック　しまだ訪問診療クリニック,大阪市東淀川区上新庄1丁目2番８Wellife上新庄1階,06-6327-3777,一般,
医療法人いしかわ耳鼻咽喉科クリニック,大阪市東淀川区淡路４－４－１０,06-6322-6807,一般,１６歳以上接種対応可
岡部内科クリニック,大阪市東淀川区東淡路４―１０―２,06-6815-8100,一般,
Doctor's Fitness 診療所,大阪市東淀川区東中島1-21-31-205,06-6379-3435,一般,１２歳以上接種対応可
中井医院,大阪市東淀川区東中島２―２０―７　シュウライフ新大阪１Ｆ,06-6323-5218,一般,１２歳以上接種対応可
かわさき消化器内科クリニック,大阪市平野区瓜破2-1-4,06-6708-3878,一般,
医療法人酒井診療所,大阪市平野区瓜破東２―７―５５,06-6700-0303,一般,１２歳以上接種対応可
高木レディースクリニック,大阪市平野区加美東１―１３―４４　OTMビル３F,"06-4303-6222
女性のみ接種可能",一般,１２歳以上接種対応可
医療法人雄誠会ミスミ診療所,大阪市平野区加美東２―３―３,06-6793-2826,一般,１６歳以上接種対応可
医療法人柏木会　柏木クリニック,大阪市平野区加美南5-6-7,06-6793-2772,一般,１６歳以上接種対応可
医療法人医心堂キムクリニック,大阪市平野区加美北１―７―７,06-6758-2510,一般,
医療法人川満整形外科,大阪市平野区喜連西４―６―６９―１０１,06-6700-0111,一般,１２歳以上接種対応可
